Fecha Publicación,OP,Entidad,Dispositivo,Número,Sumilla,Link,Fecha Corte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2367082-1,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,RESOLUCION,N° 00010-2025-OEFA/PCD,Designan Ejecutivo/a de la Dirección de Supervisión Ambiental en Actividades Productivas del Organismo de Evaluación y Fiscalización Ambiental - OEFA,https://busquedas.elperuano.pe/dispositivo/NL/2367082-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366708-1,SERVICIO NACIONAL DE AREAS NATURALES PROTEGIDAS POR EL ESTADO,RESOLUCION DIRECTORAL,N° 000022-2025-SERNANP/DGANP-SGD,Modifican la R.D. N° 112-2023-SERNANP-DGANP en lo referido a la aplicación de tarifas por ingreso al Santuario Histórico de Machupicchu con fines turísticos,https://busquedas.elperuano.pe/dispositivo/NL/2366708-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366606-1,SUPERINTENDENCIA DEL MERCADO DE VALORES,RESOLUCION,N° 002-2025-SMV/01,Modifican Norma sobre Contribuciones por los Servicios de Supervisión que presta la SMV y derogan la Resolución CONASEV N° 096-2007-EF/94.01.1.,https://busquedas.elperuano.pe/dispositivo/NL/2366606-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366637-1,SUPERINTENDENCIA NACIONAL DE FISCALIZACIÓN LABORAL,RESOLUCION,N° 018-2025-SUNAFIL-GG,Delegan facultad en el/la Jefe/a de la Oficina de Planeamiento y Presupuesto de la Superintendencia Nacional de Fiscalización Laboral – SUNAFIL durante el Año Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2366637-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366518-1,CONTRALORIA GENERAL DE LA REPUBLICA,RESOLUCION,N° 064-2025-CG,Disponen la separación definitiva de Jefe del Órgano de Control Institucional de la Municipalidad Provincial de Mariscal Ramón Castilla,https://busquedas.elperuano.pe/dispositivo/NL/2366518-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2367070-1,MINISTERIO PUBLICO,RESOLUCION,N° 80-2024-MP-FN-JFS,Aceptan renuncia de fiscal adjunto provincial especializado en delitos de lavado de activos y pérdida de dominio (supraprovincial corporativo) de Lima del Distrito Fiscal de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2367070-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366655-1,MINISTERIO PUBLICO,RESOLUCION,N° 240-2025-MP-FN,Aceptan renuncia de fiscal adjunta provincial provisional del Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2366655-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366655-2,MINISTERIO PUBLICO,RESOLUCION,N° 241-2025-MP-FN,Designan y nombran fiscales en el Distrito Fiscal de Lima Centro y en el Distrito Fiscal de Lima Sur y dictan otras disposiciones,https://busquedas.elperuano.pe/dispositivo/NL/2366655-2,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-1,MINISTERIO PUBLICO,RESOLUCION,N° 164-2025-MP-FN,Dan por concluidas designaciones nombran fiscales adjuntos provinciales provisionales del Distrito Fiscal de Lima Centro y dictan diversas disposiciones,https://busquedas.elperuano.pe/dispositivo/NL/2366715-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-10,MINISTERIO PUBLICO,RESOLUCION,N° 251-2025-MP-FN,Aceptan renuncia de fiscal adjunta provincial provisional del Distrito Fiscal de Piura,https://busquedas.elperuano.pe/dispositivo/NL/2366715-10,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-11,MINISTERIO PUBLICO,RESOLUCION,N° 252-2025-MP-FN,Aceptan renuncia de fiscal adjunta provincial provisional del Distrito Fiscal de Ayacucho,https://busquedas.elperuano.pe/dispositivo/NL/2366715-11,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-12,MINISTERIO PUBLICO,RESOLUCION,N° 253-2025-MP-FN,Aceptan renuncia de fiscal adjunta provincial provisional transitoria del Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2366715-12,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-13,MINISTERIO PUBLICO,RESOLUCION,N° 254-2025-MP-FN,Aceptan renuncia de fiscal adjunta provincial provisional del Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2366715-13,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-14,MINISTERIO PUBLICO,RESOLUCION,N° 255-2025-MP-FN,Aceptan renuncia de fiscal adjunta provincial provisional del Distrito Fiscal de La Libertad,https://busquedas.elperuano.pe/dispositivo/NL/2366715-14,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-15,MINISTERIO PUBLICO,RESOLUCION,N° 256-2025-MP-FN,Aceptan renuncia de fiscal adjunta provincial provisional del Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2366715-15,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-16,MINISTERIO PUBLICO,RESOLUCION,N° 257-2025-MP-FN,Nombran fiscal adjunto provincial provisional del Distrito Fiscal de Lima Este,https://busquedas.elperuano.pe/dispositivo/NL/2366715-16,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-17,MINISTERIO PUBLICO,RESOLUCION,N° 258-2025-MP-FN,Nombran fiscal adjunta provincial provisional del Distrito Fiscal de Lima Norte,https://busquedas.elperuano.pe/dispositivo/NL/2366715-17,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-2,MINISTERIO PUBLICO,RESOLUCION,N° 243-2025-MP-FN,Cesan por límite de edad a fiscal provincial titular mixta de Urubamba Distrito Fiscal de Cusco,https://busquedas.elperuano.pe/dispositivo/NL/2366715-2,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-3,MINISTERIO PUBLICO,RESOLUCION,N° 244-2025-MP-FN,Aceptan renuncia de fiscal provincial provisional del Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2366715-3,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-4,MINISTERIO PUBLICO,RESOLUCION,N° 245-2025-MP-FN,Nombran fiscal provincial provisional del Distrito Fiscal de Cañete,https://busquedas.elperuano.pe/dispositivo/NL/2366715-4,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-5,MINISTERIO PUBLICO,RESOLUCION,N° 246-2025-MP-FN,Dan por concluida designación y nombran fiscal provincial provisional del Distrito Fiscal de Piura,https://busquedas.elperuano.pe/dispositivo/NL/2366715-5,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-6,MINISTERIO PUBLICO,RESOLUCION,N° 247-2025-MP-FN,Aceptan renuncia de fiscal adjunta provincial provisional del Distrito Fiscal del Santa,https://busquedas.elperuano.pe/dispositivo/NL/2366715-6,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-7,MINISTERIO PUBLICO,RESOLUCION,N° 248-2025-MP-FN,Aceptan renuncia de fiscal adjunto provincial provisional del Distrito Fiscal de Cajamarca,https://busquedas.elperuano.pe/dispositivo/NL/2366715-7,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-8,MINISTERIO PUBLICO,RESOLUCION,N° 249-2025-MP-FN,Aceptan renuncia de fiscal adjunta provincial provisional del Distrito Fiscal de Cajamarca,https://busquedas.elperuano.pe/dispositivo/NL/2366715-8,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366715-9,MINISTERIO PUBLICO,RESOLUCION,N° 250-2025-MP-FN,Aceptan renuncia de fiscal adjunta provincial provisional del Distrito Fiscal de Lima Noroeste,https://busquedas.elperuano.pe/dispositivo/NL/2366715-9,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366707-1,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,RESOLUCION JEFATURAL,N° 000012-2025/JNAC/RENIEC,Aprueban el Reglamento RE-003-DRI/001 Depuración de Inscripciones en el Registro Único de Identificación de las Personas Naturales primera versión,https://busquedas.elperuano.pe/dispositivo/NL/2366707-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2359706-1,GOBIERNO REGIONAL DE MADRE DE DIOS,ORDENANZA,N° 027-2024-RMDD/CR,Aprueban la modificación de la Estructura Orgánica y del Reglamento de Organización y Funciones del Gobierno Regional Madre de Dios (ROF - 2024),https://busquedas.elperuano.pe/dispositivo/NL/2359706-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366416-1,MUNICIPALIDAD DE CHACLACAYO,DECRETO DE ALCALDIA,N° 001-2025-ALC/MDCH,Prorrogan vigencia de la Ordenanza N° 514-2024-MDCH que establece Incentivos y Flexibilidades para la Regularización de las Obligaciones Tributarias y No Tributarias en la Municipalidad Distrital de Chaclacayo,https://busquedas.elperuano.pe/dispositivo/NL/2366416-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366418-1,MUNICIPALIDAD DE CHACLACAYO,DECRETO DE ALCALDIA,N° 002-2025-ALC/MDCH,Prorrogan plazo de vencimiento para acogerse al incentivo para el pronto pago de tasas de arbitrios municipales del Ejercicio Fiscal 2025 establecidos en la Ordenanza N° 515-2024-MDCH,https://busquedas.elperuano.pe/dispositivo/NL/2366418-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2366617-1,MUNICIPALIDAD DE LA VICTORIA,Decretos de Alcaldía,N° 001-2025/MLV,Prorrogan vigencia de la Ordenanza N° 453/MLV que establece las fechas de vencimiento para el Pago del Impuesto Predial y Arbitrios Municipales e Incentivos por pronto pago para el Ejercicio 2025,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2NjYxNy0xMjAyNTAxMzA=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2365930-1,MUNICIPALIDAD DE LINCE,Res. Alcaldía,N° 006-2025-MDL,Encargan funciones de Ejecutora Coactiva de la Municipalidad Distrital de Lince,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2NTkzMC0xMjAyNTAxMzA=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2365372-1,MUNICIPALIDAD DE SAN MIGUEL,Ordenanzas,N° 510/MDSM,Ordenanza que dispone la celebración del primer matrimonio civil comunitario del año 2025 en el distrito de San Miguel,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2NTM3Mi0xMjAyNTAxMzA=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2365377-1,MUNICIPALIDAD DE SAN MIGUEL,Ordenanzas,N° 511/MDSM,Ordenanza que otorga incentivos tributarios a los contribuyentes que coadyuven con la prestación del servicio de seguridad ciudadana del distrito Vigilando el Distrito,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2NTM3Ny0xMjAyNTAxMzA=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2365387-1,MUNICIPALIDAD DE SAN MIGUEL,Ordenanzas,N° 512/MDSM,Ordenanza que otorga incentivos tributarios a los contribuyentes del Asentamiento Humano Pando IX Etapa del distrito de San Miguel,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM2NTM4Ny0xMjAyNTAxMzA=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2025,2363976-1,MUNICIPALIDAD PROVINCIAL DE HUANCAYO,RESOLUCION DE ALCALDIA,N° 007-2025-MPH/A,Conforman el Comité de Promoción de la Inversión Privada – CPIP de la Municipalidad Provincial de Huancayo,https://busquedas.elperuano.pe/dispositivo/NL/2363976-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366354-1,PRESIDENCIA DEL CONSEJO DE MINISTROS,RESOLUCION DIRECTORAL,N° 000012-2025-PEL/PEL,Aprueban modificación del Manual de Clasificador de Cargos del Proyecto Especial Legado,https://busquedas.elperuano.pe/dispositivo/NL/2366354-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2365629-1,COMERCIO EXTERIOR Y TURISMO,RESOLUCION JEFATURAL,N° 192-2024-CENFOTUR/J,Aprueban el Plan de Estrategia Publicitaria 2025 del Centro de Formación en Turismo - CENFOTUR,https://busquedas.elperuano.pe/dispositivo/NL/2365629-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2365520-1,CULTURA,RESOLUCION DIRECTORAL,N° 000039-2025-DGPA-VMPCIC/MC,Determinan la Protección Provisional del sitio arqueológico Pirca Pirca ubicado en el distrito de Uchumarca provincia de Bolívar departamento de La Libertad,https://busquedas.elperuano.pe/dispositivo/NL/2365520-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2365525-1,CULTURA,RESOLUCION DIRECTORAL,N° 000040-2025-DGPA-VMPCIC/MC,Determinan la Protección Provisional del Sitio Arqueológico Caruya Sector A y B ubicado en el distrito de Alto Larán provincia de Chincha departamento de Ica,https://busquedas.elperuano.pe/dispositivo/NL/2365525-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366646-1,CULTURA,RESOLUCION MINISTERIAL,N° 000021-2025-MC,Designan Directora de Programa Sectorial IV de la Dirección General de Industrias Culturales y Artes del Ministerio,https://busquedas.elperuano.pe/dispositivo/NL/2366646-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2365941-1,CULTURA,RESOLUCION VICE MINISTERIAL,N° 000032-2025-VMPCIC/MC,Delegan facultades en el/la Director/a de la Dirección Desconcentrada de Cultura de Cusco para el Ejercicio Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2365941-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366301-1,DEFENSA,RESOLUCION MINISTERIAL,N° 00095-2025-DE,Autorizan viaje de oficial de la Fuerza Aérea del Perú a la República Argentina en misión de estudios,https://busquedas.elperuano.pe/dispositivo/NL/2366301-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2365735-1,DESARROLLO AGRARIO Y RIEGO,RESOLUCION DIRECTORAL,N° D000003-2025-MIDAGRI-SENASA-DSV,Establecen requisitos fitosanitarios de necesario cumplimiento en la importación de especímenes vivos del ácaro predador Galendromus occidentalis (Nesbitt) de origen y procedencia del Estado de Israel,https://busquedas.elperuano.pe/dispositivo/NL/2365735-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366102-1,DESARROLLO AGRARIO Y RIEGO,RESOLUCION MINISTERIAL,N° 0016-2025-MIDAGRI,Aprueban el Manual para la Gestión del Financiamiento de Inversiones de los Gobiernos Subnacionales Versión 01 con código MA N° 005-2025-MIDAGRI/OGGP,https://busquedas.elperuano.pe/dispositivo/NL/2366102-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366076-1,ECONOMIA Y FINANZAS,RESOLUCION MINISTERIAL,N° 021-2025-EF/15,Aprueban la Tabla de Valores Referenciales para efectos de determinar la base imponible del Impuesto a las Embarcaciones de Recreo correspondiente al año 2025,https://busquedas.elperuano.pe/dispositivo/NL/2366076-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2365956-1,EDUCACION,RESOLUCION DIRECTORAL,N° 000029- 2025-MINEDU-VMGI-PRONIED-DE,Designan Director de Sistema Administrativo III de la Oficina General de Administración del Programa Nacional de Infraestructura Educativa,https://busquedas.elperuano.pe/dispositivo/NL/2365956-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366071-1,ENERGIA Y MINAS,RESOLUCION MINISTERIAL,N° 026-2025-MINEM/DM,Formalizan transferencia a título gratuito de bienes de cuatro proyectos a favor de Electro Puno S.A.A.,https://busquedas.elperuano.pe/dispositivo/NL/2366071-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366072-1,ENERGIA Y MINAS,RESOLUCION MINISTERIAL,N° 028-2025-MINEM/DM,Encargan a Proinversión los procesos de promoción de la inversión privada de diversos Proyectos Vinculantes del Plan de Transmisión 2025-2034,https://busquedas.elperuano.pe/dispositivo/NL/2366072-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366074-1,ENERGIA Y MINAS,RESOLUCION MINISTERIAL,N° 029-2025-MINEM/DM,Disponen la publicación del proyecto de Resolución Ministerial que aprueba los Lineamientos de gestión ambiental de proyectos calificados como Sistemas Eléctricos Rurales (SER) y su Anexo,https://busquedas.elperuano.pe/dispositivo/NL/2366074-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366216-1,INTERIOR,RESOLUCION MINISTERIAL,N° 0093-2025-IN,Autorizan viaje de personal policial a Uruguay en misión de estudios,https://busquedas.elperuano.pe/dispositivo/NL/2366216-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366303-1,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION,N° 20-2025-JUS/PRONACEJ,Designan asesora de la Dirección Ejecutiva del Programa Nacional de Centros Juveniles,https://busquedas.elperuano.pe/dispositivo/NL/2366303-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366363-1,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION MINISTERIAL,N° 0028-2025-JUS,Autorizan viaje de Procurador Público Adjunto Especializado Supranacional y agentes alternos del Estado Peruano a Costa Rica en comisión de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2366363-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366330-1,MUJER Y POBLACIONES VULNERABLES,RESOLUCION MINISTERIAL,N° 020-2025-MIMP,Aprueban el Cuadro para Asignación de Personal Provisional (CAP Provisional) del Programa Integral Nacional para el Bienestar Familiar – INABIF,https://busquedas.elperuano.pe/dispositivo/NL/2366330-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366266-1,MUJER Y POBLACIONES VULNERABLES,RESOLUCION MINISTERIAL,N° 018-2025-MIMP,Aprueban el Padrón Nominal de Mujeres Emprendedoras y Empresarias,https://busquedas.elperuano.pe/dispositivo/NL/2366266-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366269-1,MUJER Y POBLACIONES VULNERABLES,RESOLUCION MINISTERIAL,N° 019-2025-MIMP,Aprueban la Directiva N° 001-2025-MIMP Fiscalización posterior aleatoria de los procedimientos administrativos del Texto Único de Procedimientos Administrativos (TUPA) del Ministerio de la Mujer y Poblaciones Vulnerables (MIMP),https://busquedas.elperuano.pe/dispositivo/NL/2366269-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2365965-1,PRODUCE,RESOLUCION,N° 086-2025-PRODUCE/PROINNOVATE,Aprueban otorgamiento de subvenciones a favor de los beneficiarios con cargo al Presupuesto del Programa Nacional de Innovación para la Competitividad y Productividad,https://busquedas.elperuano.pe/dispositivo/NL/2365965-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366147-1,PRODUCE,RESOLUCION MINISTERIAL,N° 000023-2025-PRODUCE,Disponen la publicación del proyecto de Decreto Supremo que aprueba la obligatoriedad de la notificación vía casilla electrónica de la Autoridad Nacional de Sanidad e Inocuidad en Pesca y Acuicultura (SANIPES) y crea el Sistema de Casillas Electrónicas del SANIPES y su Exposición de Motivos,https://busquedas.elperuano.pe/dispositivo/NL/2366147-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366150-1,PRODUCE,RESOLUCION MINISTERIAL,N° 000025-2025-PRODUCE,Designan Directora de la Dirección de Gestión Pesquera Artesanal de la Dirección General de Pesca Artesanal,https://busquedas.elperuano.pe/dispositivo/NL/2366150-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366156-1,PRODUCE,RESOLUCION MINISTERIAL,N° 000027-2025-PRODUCE,Designan Director de la Dirección de Promoción y Formalización Pesquera Artesanal de la Dirección General de Pesca Artesanal,https://busquedas.elperuano.pe/dispositivo/NL/2366156-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366058-1,SALUD,RESOLUCION,N° 08-2025-PRONIS-CG,Designan jefe de la Sub Unidad de Logística de la Unidad de Administración y Finanzas del Programa Nacional de Inversiones en Salud,https://busquedas.elperuano.pe/dispositivo/NL/2366058-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2364129-1,TRANSPORTES Y COMUNICACIONES,RESOLUCION DIRECTORAL,N° 0020-2025-MTC/17.03,Autorizan a la empresa CERTIFICACION TECNIMOTORS S.R.L. como Entidad Certificadora de Conversiones a Gas Licuado de Petróleo – GLP de ámbito nacional,https://busquedas.elperuano.pe/dispositivo/NL/2364129-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366471-1,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",RESOLUCION MINISTERIAL,N° 030-2025-VIVIENDA,Autorizan Transferencia Financiera a favor de la empresa Servicio de Agua Potable y Alcantarillado de Lima (SEDAPAL) para financiar la distribución gratuita de agua potable mediante camiones cisterna en zonas urbanas que no cuentan con agua potable y se encuentran en condición de pobreza y pobreza extrema,https://busquedas.elperuano.pe/dispositivo/NL/2366471-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366219-1,AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO,RESOLUCION,N° 024-2025-ATU/PE,Aprueban la reducción del marco de ingresos y gastos del Presupuesto Institucional del Pliego 203: Autoridad de Transporte Urbano para Lima y Callao – ATU aprobado por la Ley N° 32185 Ley de Presupuesto del Sector Público para el Año Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2366219-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366568-1,AUTORIDAD PORTUARIA NACIONAL,RESOLUCION,N° 0014-2025-APN-DIR,Aprueban Lineamientos técnicos operativos para el personal que realiza actividades de supervisión durante la operación de transferencia de productos líquidos y gaseosos a granel en los terminales portuarios y embarcaderos del Sistema Portuario Nacional,https://busquedas.elperuano.pe/dispositivo/NL/2366568-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2365731-1,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACIÓN TRIBUTARIA,RESOLUCION,N° 000002-2025-SUNAT/700000,Designan Ejecutor Coactivo encargado de la gestión de cobranza coactiva de la Intendencia de Tributos Internos Huánuco,https://busquedas.elperuano.pe/dispositivo/NL/2365731-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366353-1,SUPERINTENDENCIA NACIONAL DE FISCALIZACIÓN LABORAL,RESOLUCION,N° 031-2025-SUNAFIL,Designan Director de la Dirección de Prevención y Promoción de la Superintendencia Nacional de Fiscalización Laboral - SUNAFIL,https://busquedas.elperuano.pe/dispositivo/NL/2366353-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366220-1,CONSEJO EJECUTIVO DEL PODER JUDICIAL,RESOLUCION ADMINISTRATIVA,N° 000023-2025-CE-PJ,Autorizan la Reunión Anual 2025 de Presidentes y Presidentas de las Cortes Superiores de Justicia del país con Gerentes de Administración Distrital y/o Jefes de Oficinas de Administración Distrital que se llevará a cabo en la ciudad de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2366220-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366218-1,CONSEJO EJECUTIVO DEL PODER JUDICIAL,RESOLUCION ADMINISTRATIVA,N° 000021-2025-CE-PJ,Aprueban el Plan de Actividades 2025 del Programa Presupuestal N.° 0099 Celeridad en los Procesos Judiciales Laborales,https://busquedas.elperuano.pe/dispositivo/NL/2366218-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2365059-1,CORTES SUPERIORES DE JUSTICIA,RESOLUCION ADMINISTRATIVA,N° 000109-2025-P-CSJPI-PJ,Designan y ratifican a responsables de brindar información pública en la Corte Superior de Justicia de Piura para el año 2025,https://busquedas.elperuano.pe/dispositivo/NL/2365059-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366061-1,CONTRALORIA GENERAL DE LA REPUBLICA,RESOLUCION,N° 061-2025-CG,Dan por terminada la designación de Jefa del Órgano de Control Institucional del Fuero Militar Policial – Ex Consejo Supremo de Justicia Militar,https://busquedas.elperuano.pe/dispositivo/NL/2366061-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2025,2366055-1,CONTRALORIA GENERAL DE LA REPUBLICA,RESOLUCION,N° 060-2025-CG,Dan por terminada la designación de Jefe del Órgano de Control Institucional de la Gerencia Regional de Salud Lambayeque,https://busquedas.elperuano.pe/dispositivo/NL/2366055-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
