Fecha Publicación,OP,Entidad,Dispositivo,Número,Sumilla,Link,Fecha Corte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2025,2359170-1,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACIÓN TRIBUTARIA,RESOLUCION,N° 000004-2025/SUNAT,Dejan sin efecto designaciones y encargatura y designan en cargos de confianza,https://busquedas.elperuano.pe/dispositivo/NL/2359170-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2025,2359128-1,SUPERINTENDENCIA NACIONAL DE MIGRACIONES,RESOLUCION,N° 000003 -2025-MIGRACIONES,Designan Jefe de la Oficina de Administración y Finanzas de MIGRACIONES,https://busquedas.elperuano.pe/dispositivo/NL/2359128-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2025,2358607-1,"SUPERINTENDENCIA DE BANCA, SEGUROS Y ADMINISTRADORAS PRIVADAS DE FONDOS DE PENSIONES",RESOLUCION,SBS N° 04414-2024,Autorizan difusión en consulta pública de proyecto normativo que aprueba el nuevo Reglamento para la Negociación y Contabilización de Instrumentos Financieros Derivados en las Empresas del Sistema Financiero,https://busquedas.elperuano.pe/dispositivo/NL/2358607-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2025,2358726-1,"SUPERINTENDENCIA DE BANCA, SEGUROS Y ADMINISTRADORAS PRIVADAS DE FONDOS DE PENSIONES",RESOLUCION,SBS N° 00004-2025,Autorizan la difusión en consulta pública de proyecto normativo que aprueba el nuevo Reglamento de Clasificación y Valorización de las Inversiones de las Empresas del Sistema Financiero,https://busquedas.elperuano.pe/dispositivo/NL/2358726-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2025,2359440-1,MUNICIPALIDAD DE SAN JUAN DE LURIGANCHO,Acuerdo,N° 062-2024-MDSJL,Autorizan viaje de Regidora de la Municipalidad a la República Dominicana en comisión de servicios,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1OTQ0MC0xMjAyNTAxMDY=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2025,2359447-1,MUNICIPALIDAD DE SAN JUAN DE LURIGANCHO,Acuerdo,N° 124-2024-MDSJL,Autorizan viaje de Regidores de la Municipalidad a Argentina en comisión de servicios,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1OTQ0Ny0xMjAyNTAxMDY=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2025,2358819-1,MUNICIPALIDAD PROVINCIAL DE URUBAMBA,ACUERDO,N° 080-2024-MPU/C,Autorizan viaje del alcalde a Japón en comisión de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2358819-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2358898-1,CULTURA,RESOLUCION VICE MINISTERIAL,N° 000001-2025-VMPCIC/MC,Delegan a funcionario la facultad de determinar la protección provisional de bienes inmuebles prehispánicos que se presumen integrantes del Patrimonio Cultural de la Nación durante el Ejercicio Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2358898-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2358904-1,CULTURA,RESOLUCION VICE MINISTERIAL,N° 000002-2025-VMPCIC/MC,Declaran Patrimonio Cultural de la Nación al Paisaje Arqueológico Puy Puy ubicado en el distrito de Paucar provincia de Daniel Alcides Carrión departamento de Pasco,https://busquedas.elperuano.pe/dispositivo/NL/2358904-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2359028-1,DESARROLLO AGRARIO Y RIEGO,RESOLUCION DIRECTORAL,N° D000001-2025-MIDAGRI-SENASA-DSA,Aprueban requisitos sanitarios para la importación de huevos fértiles de gallina pollitos recién nacidos huevos fértiles de patos/patos recién nacidos y pavos recién nacidos/huevos fértiles de pavos con origen o procedentes de los Estados Unidos de América,https://busquedas.elperuano.pe/dispositivo/NL/2359028-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2359160-1,DESARROLLO E INCLUSIÓN SOCIAL,RESOLUCION MINISTERIAL,N° D000002-2025-MIDIS,Designan Jefa de la Oficina General de Administración del Ministerio de Desarrollo e Inclusión Social,https://busquedas.elperuano.pe/dispositivo/NL/2359160-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2359161-1,DESARROLLO E INCLUSIÓN SOCIAL,RESOLUCION MINISTERIAL,N° D000004-2025-MIDIS,Designan Jefe de la Oficina de Abastecimiento de la Oficina General de Administración del Ministerio de Desarrollo e Inclusión Social,https://busquedas.elperuano.pe/dispositivo/NL/2359161-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2359162-1,DESARROLLO E INCLUSIÓN SOCIAL,RESOLUCION MINISTERIAL,N° D000005-2025-MIDIS,Delegan facultades y atribuciones en diversos servidores del Ministerio de Desarrollo e Inclusión Social durante el año 2025,https://busquedas.elperuano.pe/dispositivo/NL/2359162-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2359153-1,EDUCACION,RESOLUCION MINISTERIAL,N° 001-2025-MINEDU,Designan Responsables de las Unidades Ejecutoras del Pliego 010: M. de Educación correspondientes al Año Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2359153-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2359159-1,ENERGIA Y MINAS,RESOLUCION MINISTERIAL,N° 002-2025-MINEM/DM,Delegan facultades y atribuciones en diversos funcionarios del Ministerio de Energía y Minas durante el Año Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2359159-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2358834-1,AGENCIA PERUANA DE COOPERACION INTERNACIONAL,RESOLUCION DIRECTORAL,N° 162-2024/APCI-DE,Delegan diversas funciones y atribuciones en el/la Jefe/a de la Oficina General de Administración de la APCI durante el año fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2358834-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2358852-1,AGENCIA PERUANA DE COOPERACION INTERNACIONAL,RESOLUCION DIRECTORAL,N° 001-2025/APCI-DE,Aprueban formatos virtuales para la presentación de la Declaración Anual 2024 por parte de las entidades ONGD ENIEX e IPREDA,https://busquedas.elperuano.pe/dispositivo/NL/2358852-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2359156-1,OFICINA DE NORMALIZACION PREVISIONAL,RESOLUCION JEFATURAL,N° 000002-2025-JF-ONP,Delegan facultades en diversos funcionarios de la ONP,https://busquedas.elperuano.pe/dispositivo/NL/2359156-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2359157-1,SUPERINTENDENCIA NACIONAL DE FISCALIZACIÓN LABORAL,RESOLUCION,N° 000004-2025-SUNAFIL,Delegan diversas facultades y atribuciones en funcionarios de la SUNAFIL durante el Año Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2359157-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2356188-1,INSTITUCIONES EDUCATIVAS,RESOLUCION,N° 0850-2024-R-UNH,Autorizan la reducción del Presupuesto Institucional de la Universidad Nacional de Huancavelica para el año fiscal 2024,https://busquedas.elperuano.pe/dispositivo/NL/2356188-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2359151-1,MINISTERIO PUBLICO,RESOLUCION,N° 001-2025-MP-FN,Designan a Fiscal Superior Titular como Coordinadora Nacional de las Fiscalías Especializadas contra la Criminalidad Organizada Jefa de la Oficina de Coordinación y Enlace de las Fiscalías Especializadas en Delitos de Tráfico Ilícito de Drogas entre otras disposiciones,https://busquedas.elperuano.pe/dispositivo/NL/2359151-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2359152-1,MINISTERIO PUBLICO,RESOLUCION,N° 004-2025-MP-FN,Proclaman Presidente de la Junta de Fiscales Superiores en el Distrito Fiscal de La Libertad para el período 2025-2026,https://busquedas.elperuano.pe/dispositivo/NL/2359152-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2331272-1,GOBIERNO REGIONAL DE UCAYALI,ACUERDO,N° 124-2024-GRU-CR,Dejan sin efecto Acuerdos Regionales que autorizaron transferencias financieras a favor de la Universidad Nacional de Ucayali y del Ministerio de Defensa – Fuerza Aérea del Perú – Comando de Operaciones Ala Aérea N° 4,https://busquedas.elperuano.pe/dispositivo/NL/2331272-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2332620-1,GOBIERNO REGIONAL DE UCAYALI,ORDENANZA,N° 006-2024-GRU-CR,Declaran de interés público regional La lucha contra el contrabando y la piratería y promueve su difusión dentro de la Región Ucayali,https://busquedas.elperuano.pe/dispositivo/NL/2332620-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2336717-1,GOBIERNO REGIONAL DE UCAYALI,ORDENANZA,N° 011-2024-GRU-CR,Aprueban el Plan multisectorial para la prevención y reducción de la anemia materno infantil en el departamento de Ucayali 2024-2030,https://busquedas.elperuano.pe/dispositivo/NL/2336717-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2337598-1,GOBIERNO REGIONAL DE UCAYALI,ORDENANZA,N° 009- 2024-GRU-CR,Declaran como prioridad en la Región Ucayali la institucionalización de la Política Regional Multisectorial de Atención Integral a las Niñas Niños y Adolescentes y crea el Sistema Regional de Atención Integral a las Niñas Niños y Adolescentes - SIREAINNA,https://busquedas.elperuano.pe/dispositivo/NL/2337598-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2343244-1,GOBIERNO REGIONAL DE UCAYALI,ORDENANZA,N° 012-2024-GRU-CR,Conforman la Comisión regional para la lucha contra el trabajo forzoso de la región de Ucayali,https://busquedas.elperuano.pe/dispositivo/NL/2343244-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2345808-1,GOBIERNO REGIONAL DE UCAYALI,ORDENANZA,N° 013-2024-GRU-CR,Aprueban la Estrategia Regional de Cambio Climático de Ucayali al 2030- (ERCCU AL 2030) del Gobierno Regional de Ucayali,https://busquedas.elperuano.pe/dispositivo/NL/2345808-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2359036-1,MUNICIPALIDAD METROPOLITANA DE LIMA,ORDENANZA,N° 2689,Ordenanza que modifica el Reglamento de Organización y Funciones (ROF) de la Municipalidad Metropolitana de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2359036-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2025,2359154-1,MUNICIPALIDAD DE SANTA ANITA,ORDENANZA,N° 00364/MDSA,Ordenanza que establece régimen de incentivos por pronto pago 2025 y fechas de vencimiento 2025,https://busquedas.elperuano.pe/dispositivo/NL/2359154-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359147-1,PRESIDENCIA DEL CONSEJO DE MINISTROS,DECRETO SUPREMO,N° 001-2025-PCM,Decreto Supremo que prorroga el Estado de Emergencia declarado en la provincia de Zarumilla del departamento de Tumbes,https://busquedas.elperuano.pe/dispositivo/NL/2359147-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359147-2,PRESIDENCIA DEL CONSEJO DE MINISTROS,DECRETO SUPREMO,N° 002-2025-PCM,Decreto Supremo que prorroga el Estado de Emergencia declarado en la provincia de Virú del departamento de La Libertad,https://busquedas.elperuano.pe/dispositivo/NL/2359147-2,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359147-3,PRESIDENCIA DEL CONSEJO DE MINISTROS,DECRETO SUPREMO,N° 003-2025-PCM,Decreto Supremo que prorroga el Estado de Emergencia declarado en la provincia de Trujillo del departamento de La Libertad,https://busquedas.elperuano.pe/dispositivo/NL/2359147-3,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359147-4,PRESIDENCIA DEL CONSEJO DE MINISTROS,DECRETO SUPREMO,N° 004-2025-PCM,Decreto Supremo que prorroga el Estado de Emergencia declarado en la provincia de Pataz del departamento de La Libertad,https://busquedas.elperuano.pe/dispositivo/NL/2359147-4,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359148-1,PRESIDENCIA DEL CONSEJO DE MINISTROS,FE DE ERRATA,D.S. N° 149-2024-PCM,FE DE ERRATA,https://busquedas.elperuano.pe/dispositivo/NL/2359148-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359146-1,PRESIDENCIA DEL CONSEJO DE MINISTROS,RESOLUCION JEFATURAL,N° 000001-2025-ANIN/JEF,Delegan facultades en diversos funcionarios de la Autoridad Nacional de Infraestructura durante el Año Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2359146-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359144-1,AMBIENTE,RESOLUCION,N° 001-2025-SENAMHI/PREJ,Delegan facultades en diversos funcionarios del Servicio Nacional de Meteorología e Hidrología del Perú - SENAMHI durante el Año Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2359144-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358829-1,CULTURA,RESOLUCION DIRECTORAL,N° 000519-2024-DCIA-DGPA-VMPCIC/MC,Delegan diversas competencias en la Dirección Desconcentrada de Cultura de Cusco durante el Ejercicio Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2358829-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358941-1,DESARROLLO E INCLUSIÓN SOCIAL,RESOLUCION,N° 000004-2025-MIDIS/FONCODES/DE,Delegan facultades y atribuciones en diversos funcionarios del FONCODES,https://busquedas.elperuano.pe/dispositivo/NL/2358941-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359071-1,EDUCACION,RESOLUCION VICE MINISTERIAL,N° 001-2025-MINEDU,Modifican Norma Técnica denominada Disposiciones para la organización y funcionamiento pedagógico de espacios educativos de Educación Básica Regular,https://busquedas.elperuano.pe/dispositivo/NL/2359071-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2357369-1,ENERGIA Y MINAS,RESOLUCION MINISTERIAL,N° 475-2024-MINEM/DM,Aprueban modificación de concesión definitiva para desarrollar la actividad de transmisión de energía eléctrica en diversas líneas de transmisión otorgada a favor de Southern Peru Copper Corporation Sucursal del Perú; y dictan otras disposiciones,https://busquedas.elperuano.pe/dispositivo/NL/2357369-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359083-1,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION MINISTERIAL,N° 0334-2024-JUS,Nombran notario del distrito de Yura provincia de Arequipa departamento de Arequipa Distrito Notarial de Arequipa,https://busquedas.elperuano.pe/dispositivo/NL/2359083-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359113-1,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION MINISTERIAL,N° 0001-2025-JUS,Prorrogan plazo de vigencia del Grupo de Trabajo Multisectorial creado por Resolución Ministerial N° 0280-2024-JUS,https://busquedas.elperuano.pe/dispositivo/NL/2359113-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358948-1,PRODUCE,RESOLUCION,N° 000224-2024-ITP/DE,Apueban la creación de la Unidad Técnica Agroindustrial Lambayeque adscrita al Centro de Innovación Productiva y Transferencia Tecnológica Agroindustrial Chavimochic – CITEagroindustrial Chavimochic,https://busquedas.elperuano.pe/dispositivo/NL/2358948-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2357465-1,TRANSPORTES Y COMUNICACIONES,RESOLUCION DIRECTORAL,N° 0721-2024-MTC/17.03,Autorizan a la empresa ITV CENTRAL S.A.C. para operar como Centro de Inspección Técnica Vehicular Fijo – CITV Fijo en local ubicado en el distrito de San Martin de Porres provincia y departamento de Lima,https://busquedas.elperuano.pe/dispositivo/NL/2357465-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358910-1,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",FE DE ERRATA,R.D. N° 00007-2024-VIVIENDA/VMVU-DGPRVU,FE DE ERRATA,https://busquedas.elperuano.pe/dispositivo/NL/2358910-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358815-1,AGENCIA DE COMPRAS DE LAS FUERZAS ARMADAS,RESOLUCION JEFATURAL,N° 002-2025-ACFFAA,Delegan facultades y atribuciones en diversos funcionarios de la ACFFA que tendrán vigencia durante el año 2025,https://busquedas.elperuano.pe/dispositivo/NL/2358815-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359155-1,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,RESOLUCION JEFATURAL,N° 21-2025-J/INEN,Designan Director General de la Dirección de Control del Cáncer del Instituto Nacional de Enfermedades Neoplásicas – INEN,https://busquedas.elperuano.pe/dispositivo/NL/2359155-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359091-1,INSTITUTO NACIONAL DE SALUD,RESOLUCION,N° 001-2025-PE/INS,Delegan facultades en diversos funcionarios del Instituto Nacional de Salud durante el Año Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2359091-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359121-1,SEGURO INTEGRAL DE SALUD,RESOLUCION JEFATURAL,N° 000002-2025-SIS/J,Delegan facultades en diversos funcionarios del Seguro Integral de Salud,https://busquedas.elperuano.pe/dispositivo/NL/2359121-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358647-1,ORGANISMO SUPERVISOR DE INVERSION PRIVADA EN TELECOMUNICACIONES,RESOLUCION,N° 00095-2024-PE/OSIPTEL,Aprueban el Plan Operativo Institucional del OSIPTEL para el año fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2358647-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358724-1,ORGANISMO SUPERVISOR DE INVERSION PRIVADA EN TELECOMUNICACIONES,RESOLUCION,N° 00238-2024-CD/OSIPTEL,Amplían plazo para comentarios al proyecto sobre la determinación de Proveedores Importantes en el Mercado N° 25: acceso mayorista para Internet y transmisión de datos - tercera revisión,https://busquedas.elperuano.pe/dispositivo/NL/2358724-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358905-1,COMISIÓN DE PROMOCIÓN DEL PERÚ PARA LA EXPORTACIÓN Y EL TURISMO,RESOLUCION,N° 000004-2025-PROMPERU/PE,Designan Subdirector de la Subdirección de Promoción del Turismo Interno de la Dirección de Promoción del Turismo de PROMPERÚ,https://busquedas.elperuano.pe/dispositivo/NL/2358905-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359143-1,"CONSEJO NACIONAL DE CIENCIA, TECNOLOGÍA E INNOVACIÓN TECNOLÓGICA",RESOLUCION,N° 003-2025-CONCYTEC-P,Delegan facultades en diversos funcionarios del Consejo Nacional de Ciencia Tecnología e Innovación -CONCYTEC durante el Año Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2359143-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358772-1,INSTITUTO NACIONAL DE DEFENSA DE LA COMPETENCIA Y DE LA PROTECCION DE LA PROPIEDAD INTELECTUAL,RESOLUCION,N° 000001-2025-GEG/INDECOPI,Delegan diversas facultades y atribuciones en funcionarios del INDECOPI durante el Año Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2358772-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358777-1,INSTITUTO NACIONAL DE DEFENSA DE LA COMPETENCIA Y DE LA PROTECCION DE LA PROPIEDAD INTELECTUAL,RESOLUCION,N° 000001-2025-PRE/INDECOPI,Delegan facultades y atribuciones en diversos funcionarios del INDECOPI durante el Año Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2358777-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359108-1,ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL,RESOLUCION,N° 00001-2025-OEFA/GEG,Designan temporalmente Ejecutor Coactivo del Organismo de Evaluación y Fiscalización Ambiental - OEFA,https://busquedas.elperuano.pe/dispositivo/NL/2359108-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358945-1,SUPERINTENDENCIA NACIONAL DE SALUD,RESOLUCION,N° 001-2025-SUSALUD/S,Disponen publicación de proyecto de norma que aprueba el Reglamento del Sistema Electrónico de Transferencia de Información de IAFAS SETI-IAFAS,https://busquedas.elperuano.pe/dispositivo/NL/2358945-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359079-1,SUPERINTENDENCIA NACIONAL DE SALUD,RESOLUCION,N° 002-2025-SUSALUD/S,Aprueban conformación de las salas especializadas del Tribunal de la Superintendencia Nacional de Salud para el periodo 2025,https://busquedas.elperuano.pe/dispositivo/NL/2359079-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358951-1,INSTITUCIONES EDUCATIVAS,RESOLUCION,N° 369-2024-UNTRM/R,Delegan facultades en diversos órganos y funcionarios de la Universidad Nacional Toribio Rodríguez de Mendoza de Amazonas,https://busquedas.elperuano.pe/dispositivo/NL/2358951-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358897-1,INSTITUCIONES EDUCATIVAS,RESOLUCION,N° 4012-2024-R-UNE,Aprueban la reducción del Presupuesto Institucional de la Universidad Nacional de Educación Enrique Guzmán y Valle,https://busquedas.elperuano.pe/dispositivo/NL/2358897-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358946-1,MINISTERIO PUBLICO,FE DE ERRATA,Res. N° 2945-2024-MP-FN,FE DE ERRATA,https://busquedas.elperuano.pe/dispositivo/NL/2358946-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359134-1,MINISTERIO PUBLICO,RESOLUCION,N° 002-2025-MP-FN,Rectifican extremo de la Res. N° 2946-2024-MP-FN que proclamó al Presidente de la Junta de Fiscales Provinciales del Distrito Fiscal de Amazonas,https://busquedas.elperuano.pe/dispositivo/NL/2359134-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2359136-1,MINISTERIO PUBLICO,RESOLUCION,N° 003-2025-MP-FN,Designan fiscal como coordinador nacional de las Fiscalías Especializadas en Extinción de Dominio de las Fiscalías Especializadas en Delitos de Lavado de Activos de las Fiscalías Especializadas en Delitos de Corrupción de Funcionarios y coordinador en Delitos de Corrupción de Funcionarios de Lima; y designan fiscales en el Distrito Fiscal de Loreto,https://busquedas.elperuano.pe/dispositivo/NL/2359136-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358225-1,GOBIERNO REGIONAL DE PIURA,ORDENANZA,N° 514-2024/GRP-CR,Ordenanza Regional que aprueba la creación e implementación del Registro de Cáncer de Base Poblacional de la Región Piura,https://busquedas.elperuano.pe/dispositivo/NL/2358225-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358767-1,MUNICIPALIDAD METROPOLITANA DE LIMA,ORDENANZA,N° 2678,Ordenanza que modifica el plano de zonificación del distrito de San Juan de Miraflores aprobado por Ordenanza N° 2144,https://busquedas.elperuano.pe/dispositivo/NL/2358767-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358365-1,MUNICIPALIDAD DE BARRANCO,Decretos de Alcaldía,N° 021-2024-MDB,Prorrogan vigencia del periodo de Representación de los Concejos Directivos de las Juntas Vecinales Comunales de las Zonas 02 04 06 11 12 16 17 14 15 18 21 22 25,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1ODM2NS0xMjAyNTAxMDQ=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2358903-1,MUNICIPALIDAD DE LA MOLINA,Resolución,N° 0822-2024-MDLM-GM,Aprueban versión actualizada del Texto Único de Servicios No Exclusivos – TUSNE de la Municipalidad de La Molina,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1ODkwMy0xMjAyNTAxMDQ=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2357376-1,MUNICIPALIDAD DE PUNTA NEGRA,Ordenanzas,N° 035-2024/MDPN,Prorrogan para el ejercicio fiscal 2025 la vigencia de la Ordenanza Nº 015-2022/MDPN que estableció el monto de derecho de emisión mecanizada de actualización de valores determinación y distribución a domicilio de la Declaración Jurada de Autovalúo y liquidación del Impuesto Predial y Arbitrios Municipales del ejercicio 2023,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1NzM3Ni0xMjAyNTAxMDQ=,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2025,2357691-1,ORGANISMO SUPERVISOR DE INVERSION PRIVADA EN TELECOMUNICACIONES,RESOLUCION,N° 00236-2024-CD/OSIPTEL,Proyecto de Norma que establece una regulación diferenciada en función del tipo de abonado,https://busquedas.elperuano.pe/dispositivo/NL/2357691-1,31/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
