Fecha Publicaci¢n,OP,Entidad,Dispositivo,N£mero,Sumilla,Link,Fecha Corte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357318-1,ORGANISMO SUPERVISOR DE LA INVERSI‡N EN ENERG÷A Y MINER÷A,RESOLUCION,N¯ 207-2024-OS/CD,Resoluci¢n de Consejo Directivo que fija las tarifas de distribuci¢n de gas natural por red de ductos y dem†s cargos aplicables a la Concesi¢n Norte para el periodo 2025-2028 as° como el Plan Quinquenal de Inversiones 2025-2029,https://busquedas.elperuano.pe/dispositivo/NL/2357318-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357294-1,AGENCIA DE PROMOCI‡N DE LA INVERSI‡N PRIVADA,RESOLUCION,N¯ 118-2024,Aprueban el Presupuesto Institucional de Apertura de Gastos correspondiente al A§o Fiscal 2025 de PROINVERSI‡N,https://busquedas.elperuano.pe/dispositivo/NL/2357294-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357840-1,AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO,RESOLUCION,N¯ 282-2024-ATU/PE,Disponen la publicaci¢n del Plan Regulador de Rutas para Lima y Callao,https://busquedas.elperuano.pe/dispositivo/NL/2357840-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2356381-1,INSTITUTO GEOL‡GICO MINERO Y METALÈRGICO,RESOLUCION,N¯ 197-2024-INGEMMET/PE,Asignan montos que por Derecho de Vigencia y Penalidad correspondan al mes de noviembre de 2024,https://busquedas.elperuano.pe/dispositivo/NL/2356381-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357271-1,ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO,RESOLUCION,N¯ D000187-2024-OSCE-PRE,Aprueban el Plan Operativo Institucional (POI) del Organismo Supervisor de las Contrataciones del Estado (OSCE) para el a§o fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2357271-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357287-1,SUPERINTENDENCIA NACIONAL DE MIGRACIONES,RESOLUCION,N¯ 000216-2024-MIGRACIONES,Aprueban el Protocolo de Verificaci¢n y Fiscalizaci¢n Migratoria a Establecimiento de Hospedajes y Arrendamiento de Inmuebles a Extranjeros,https://busquedas.elperuano.pe/dispositivo/NL/2357287-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357011-1,CONSEJO EJECUTIVO DEL PODER JUDICIAL,RESOLUCION ADMINISTRATIVA,N¯ 000436-2024-CE-PJ,Aprueban la Directiva N¯ 008-2024-CE-PJ denominada ‡rganos de Auxilio Judicial Registrados ? Versi¢n 002,https://busquedas.elperuano.pe/dispositivo/NL/2357011-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357196-1,CONTRALORIA GENERAL DE LA REPUBLICA,RESOLUCION,N¯ 738-2024-CG,Dan por terminada designaci¢n de Jefe del ‡rgano de Control Institucional del Proyecto Especial Huallaga Central y Bajo Mayo,https://busquedas.elperuano.pe/dispositivo/NL/2357196-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357312-1,CONTRALORIA GENERAL DE LA REPUBLICA,RESOLUCION,N¯ 739-2024-CG,Designan Jefe del ‡rgano de Control Institucional de la Direcci¢n Regional de Educaci¢n Cajamarca,https://busquedas.elperuano.pe/dispositivo/NL/2357312-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357476-1,CONTRALORIA GENERAL DE LA REPUBLICA,RESOLUCION,N¯ 741-2024-CG,Disponen que hasta el 31 de enero de 2025 la Macrorregi¢n de Control Norte Macrorregi¢n de Control Centro y Macrorregi¢n de Control Sur realicen las acciones y actividades vinculadas a los sistemas administrativos para cumplimiento de las obligaciones compromisos y otros asumidos o generados al 30 de agosto de 2024,https://busquedas.elperuano.pe/dispositivo/NL/2357476-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357095-1,JURADO NACIONAL DE ELECCIONES,RESOLUCION,N¯ 0409-2024-JNE,Convocan a ciudadana para que asuma el cargo de regidora del Concejo Distrital de Ccochaccasa provincia de Angaraes departamento de Huancavelica,https://busquedas.elperuano.pe/dispositivo/NL/2357095-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357209-1,MINISTERIO PUBLICO,RESOLUCION,N¯ 2881-2024-MP-FN,Nombran fiscal adjunto provincial provisional del Distrito Fiscal de Cusco,https://busquedas.elperuano.pe/dispositivo/NL/2357209-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357209-2,MINISTERIO PUBLICO,RESOLUCION,N¯ 2902-2024-MP-FN,Dan por concluida designaci¢n de fiscal adjunta provincial titular mixto (corporativo) de Tarata Distrito Fiscal de Tacna en el despacho de la Fiscal°a Provincial Mixta Corporativa de Tarata,https://busquedas.elperuano.pe/dispositivo/NL/2357209-2,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357209-3,MINISTERIO PUBLICO,RESOLUCION,N¯ 2903-2024-MP-FN,Nombran fiscal adjunto provincial provisional del Distrito Fiscal de La Libertad,https://busquedas.elperuano.pe/dispositivo/NL/2357209-3,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357209-4,MINISTERIO PUBLICO,RESOLUCION,N¯ 2904-2024-MP-FN,Nombran fiscal adjunta provincial provisional del Distrito Fiscal de Lima Sur,https://busquedas.elperuano.pe/dispositivo/NL/2357209-4,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357209-5,MINISTERIO PUBLICO,RESOLUCION,N¯ 2905-2024-MP-FN,Designan y nombran fiscales en el Distrito Fiscal de Lima Centro,https://busquedas.elperuano.pe/dispositivo/NL/2357209-5,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357222-1,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,RESOLUCION JEFATURAL,N¯ 000193-2024/JNAC/RENIEC,Autorizan gratuidad de inscripci¢n duplicado renovaci¢n y rectificaci¢n de datos del Documento Nacional de Identidad para personas con urgencias mÇdicas y para personas menores y mayores de edad que residan en el pa°s y se encuentren en situaci¢n de vulnerabilidad y exclusi¢n social como consecuencia de desastres naturales o siniestros,https://busquedas.elperuano.pe/dispositivo/NL/2357222-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357224-1,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,RESOLUCION JEFATURAL,N¯ 000195-2024/JNAC/RENIEC,Autorizan gratuidad hasta la meta de 1000 procedimientos en el RUIPN y emisi¢n del DNIe en las modalidades de inscripci¢n por primera vez duplicado renovaci¢n y otros casos para el a§o 2025,https://busquedas.elperuano.pe/dispositivo/NL/2357224-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357226-1,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,RESOLUCION JEFATURAL,N¯ 000196-2024/JNAC/RENIEC,Autorizan la gratuidad en el Registro Ènico de Identificaci¢n de las Personas Naturales (RUIPN) de renovaci¢n del documento nacional de identidad (DNI) electr¢nico o de actualizaci¢n de otros datos en dicho documento siempre que se tramiten conjuntamente con la actualizaci¢n de la direcci¢n domiciliaria para poblaci¢n mayor y menor de edad con clasificaci¢n socio econ¢mica pobre o muy pobre,https://busquedas.elperuano.pe/dispositivo/NL/2357226-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357227-1,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,RESOLUCION JEFATURAL,N¯ 000198-2024/JNAC/RENIEC,Designan Sub Director de Servicios de Gobierno Digital de la Direcci¢n de Certificaci¢n y Servicios Digitales del RENIEC,https://busquedas.elperuano.pe/dispositivo/NL/2357227-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357228-1,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,RESOLUCION JEFATURAL,N¯ 000200-2024/JNAC/RENIEC,Autorizan la continuidad de las inscripciones de los nacimientos y defunciones en las Oficinas Registrales Auxiliares que funcionan en los hospitales del MINSA y EsSALUD durante el a§o 2025 y dictan otras disposiciones,https://busquedas.elperuano.pe/dispositivo/NL/2357228-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357231-1,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,RESOLUCION JEFATURAL,N¯ 000201-2024/JNAC/RENIEC,Autorizan gratuidad de procedimientos en el Registro Ènico de Identificaci¢n de las Personas Naturales ? RUIPN para la tramitaci¢n y consecuente expedici¢n del Documento Nacional de Identidad - DNI que se gestionen en campa§as o jornadas de documentaci¢n de la Direcci¢n de Restituci¢n de la Identidad y Apoyo Social - DRIAS; y dictan otras disposiciones,https://busquedas.elperuano.pe/dispositivo/NL/2357231-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357010-1,GOBIERNO REGIONAL DE SAN MARTIN,ORDENANZA,N¯ 015-2024-GRSM/CR,Aprueban el reconocimiento de la Mesa TÇcnica Regional de Apicultura de la regi¢n San Martin,https://busquedas.elperuano.pe/dispositivo/NL/2357010-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2356787-1,MUNICIPALIDAD METROPOLITANA DE LIMA,RESOLUCION,N¯ 185 -2024/GG,Aprueban la Directiva de Austeridad Disciplina y Calidad en el Gasto Publico y de Ingresos de Personal del Servicio de Parques de Lima-SERPAR LIMA para el Ejercicio Fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2356787-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357331-1,MUNICIPALIDAD DE ATE,Ordenanzas,N¯ 626-MDA,Ordenanza que regula el Reconocimiento de Plano de Trazado y Lotizaci¢n y Constancia de Posesi¢n exclusivos para dotaci¢n de servicios b†sicos para posesionarios informales que formen parte de proyectos aprobados por el Estado o de las Empresas Prestadoras de Servicios B†sicos,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1NzMzMS0xMjAyNDEyMjc=,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357649-1,MUNICIPALIDAD DE BARRANCO,Ordenanzas,N¯ 652-2024-MDB,Ordenanza que fija tope en el incremento de los arbitrios municipales (barrido de calles recolecci¢n de residuos solidos parques y jardines y serenazgo) para el ejercicio 2025,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1NzY0OS0xMjAyNDEyMjc=,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2355664-1,MUNICIPALIDAD DE BRE•A,Ordenanzas,N¯ 613-MDB y Acuerdo N¯ 499,Ordenanza que establece el monto por Derecho de Emisi¢n Mecanizada de Actualizaci¢n de Valores Determinaci¢n y Distribuci¢n a Domicilio de la Declaraci¢n Jurada y Liquidaci¢n del Impuesto Predial y Arbitrios Municipales para el Ejercicio 2025 de la Municipalidad Distrital de Bre§a,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1NTY2NC0xMjAyNDEyMjc=,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2355101-1,MUNICIPALIDAD DE CHORRILLOS,Ordenanzas,N¯ 503-MDCH y Acuerdo N¯ 496,Ordenanza que regula el monto del Derecho de Emisi¢n Mecanizada de Actualizaci¢n de Valores Determinaci¢n de Impuesto Predial y Arbitrios Municipales y Distribuci¢n Domiciliaria correspondiente al Ejercicio Fiscal 2025,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1NTEwMS0xMjAyNDEyMjc=,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2355273-1,MUNICIPALIDAD DE CHORRILLOS,Ordenanzas,N¯ 505/MDCH,Ordenanza Municipal que aprueba la creaci¢n del Centro de Capacitaci¢n de Serenos de la Municipalidad Distrital de Chorrillos,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1NTI3My0xMjAyNDEyMjc=,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357356-1,MUNICIPALIDAD DE JESUS MARIA,Decretos de Alcald°a,N¯ 018-2024-MDJM,Prorrogan vigencia de la Ordenanza Nß 732-MDJM que otorg¢ beneficios tributarios para contribuyentes que actualicen voluntariamente las modificaciones de sus predios y/o hayan pasado por un proceso de fiscalizaci¢n tributaria en el distrito de Jes£s Mar°a,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1NzM1Ni0xMjAyNDEyMjc=,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357365-1,MUNICIPALIDAD DE JESUS MARIA,Ordenanzas,N¯ 735-MDJM,Ordenanza que aprueba el Plan de Desarrollo Local Concertado 2024 ? 2034 del distrito de Jes£s Mar°a,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1NzM2NS0xMjAyNDEyMjc=,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357214-1,MUNICIPALIDAD DE PUEBLO LIBRE,Ordenanzas,N¯ 626-MPL,Ordenanza que fija el calendario tributario incentivos por pronto pago y pago m°nimo del impuesto predial correspondiente al ejercicio 2025,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM1NzIxNC0xMjAyNDEyMjc=,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2350843-1,MUNICIPALIDAD DE SAN JUAN DE MIRAFLORES,DECRETO DE ALCALDIA,N¯ 021-2024/MDSJM,Aprueban Reglamento de la Ordenanza N¯ 492/MDSJM ? de Promoci¢n de la Agricultura Urbana como Estrategia de Seguridad Alimentaria en el distrito de San Juan de Miraflores,https://busquedas.elperuano.pe/dispositivo/NL/2350843-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2356423-1,MUNICIPALIDAD DE SAN JUAN DE MIRAFLORES,ORDENANZA,N¯ 528/MDSJM y Acuerdo N¯ 471,Ordenanza que aprueba el RÇgimen Tributario de los Arbitrios Municipales de Limpieza P£blica (Barrido de Calles y Recolecci¢n de Residuos S¢lidos) Parques y Jardines y Serenazgo en el distrito de San Juan de Miraflores para el Ejercicio 2025,https://epdoc2.elperuano.pe/EpPo/VistaNLSE.asp?Referencias=MjM1NjQyMy0xMjAyNDEyMjc=,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2024,2357324-1,MUNICIPALIDAD PROVINCIAL DEL CALLAO,ANEXO,Ordenanza N¯ 031-2024/MPC,Anexo de la Ordenanza Municipal N¯ 031-2024/MPC que establece montos de emisi¢n determinaci¢n y distribuci¢n de Cuponera Tributaria del Impuesto Predial y Arbitrios Municipales e Impuesto Vehicular del ejercicio fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2357324-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2357174-1,DEFENSA,RESOLUCION MINISTERIAL,N¯ 01771-2024-DE,Autorizan transferencia financiera de recursos a favor de la Caja de Pensiones Militar Policial destinados al financiamiento del pago de obligaciones previsionales,https://busquedas.elperuano.pe/dispositivo/NL/2357174-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2357306-1,ECONOMIA Y FINANZAS,DECRETO SUPREMO,N¯ 285-2024-EF,Aprueban el reglamento de la Ley N¯ 32201 Ley que establece un rÇgimen excepcional del impuesto a la renta para promover la formalizaci¢n de la econom°a y ampliaci¢n de la base tributaria de contribuyentes respecto de rentas no declaradas al 31 de diciembre de 2022,https://busquedas.elperuano.pe/dispositivo/NL/2357306-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2357049-1,ECONOMIA Y FINANZAS,RESOLUCION MINISTERIAL,N¯ 400-2024-EF/52,Resoluci¢n Ministerial que acepta el Aporte Financiero No Reembolsable que otorga el Kreditanstalt fÅr Wiederaufbau (KfW) destinado a financiar la medida complementaria del Programa de Apoyo al NAMA de Transporte Urbano Sostenible en el Per£ Fase III y IV,https://busquedas.elperuano.pe/dispositivo/NL/2357049-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2356784-1,INTERIOR,RESOLUCION MINISTERIAL,N¯ 1860-2024-IN,Designan Asesor II del Despacho Viceministerial de Seguridad P£blica,https://busquedas.elperuano.pe/dispositivo/NL/2356784-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2356817-1,INTERIOR,RESOLUCION MINISTERIAL,N¯ 1861-2024-IN,Designan representante de la Polic°a Nacional del Per£ vinculado al rÇgimen de salud policial para que integre el Directorio del Fondo de Aseguramiento en Salud de la Polic°a Nacional del Per£ ? SALUDPOL,https://busquedas.elperuano.pe/dispositivo/NL/2356817-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2355039-1,PRODUCE,RESOLUCION DIRECTORAL,N¯ 032-2024-INACAL/DN,Aprueban Normas TÇcnicas Peruanas correspondientes a Bebidas alcoh¢licas vitivin°colas Leche y productos l†cteos Maca y otros; en su versi¢n 2024,https://busquedas.elperuano.pe/dispositivo/NL/2355039-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2356912-1,TRANSPORTES Y COMUNICACIONES,RESOLUCION DIRECTORAL,N¯ 035-2024-MTC/18,Disponen la publicaci¢n del proyecto de Resoluci¢n Directoral que aprueba los Lineamientos para la evaluaci¢n de la utilidad econ¢mica del veh°culo declarado en abandono y su Anexo,https://busquedas.elperuano.pe/dispositivo/NL/2356912-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2356908-1,TRANSPORTES Y COMUNICACIONES,RESOLUCION MINISTERIAL,N¯ 774-2024-MTC/01.03,Otorgan a la empresa KADO TELECOMUNICACIONES S.A.C. concesi¢n £nica para la prestaci¢n de servicios p£blicos de telecomunicaciones en †rea que comprende todo el territorio nacional,https://busquedas.elperuano.pe/dispositivo/NL/2356908-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2356453-1,ARCHIVO GENERAL DE LA NACION,RESOLUCION JEFATURAL,N¯ 000375-2024-AGN/JEF,Designan director de la Direcci¢n de Desarrollo de Pol°ticas Archiv°sticas del Archivo General de la Naci¢n,https://busquedas.elperuano.pe/dispositivo/NL/2356453-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2356911-1,BIBLIOTECA NACIONAL DEL PERU,RESOLUCION JEFATURAL,N¯ 000212-2024-BNP,Designan Coordinadora de Gesti¢n del Dep¢sito Legal y Selecci¢n de Colecciones,https://busquedas.elperuano.pe/dispositivo/NL/2356911-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2357109-1,ORGANISMO SUPERVISOR DE LA INVERSI‡N EN ENERG÷A Y MINER÷A,RESOLUCION,N¯ 047-2024-OS/GRT,Resoluci¢n mediante la cual se fijan las Bandas de Precios y los M†rgenes Comerciales aplicables al Petr¢leo Industrial 6 utilizado en Generaci¢n ElÇctrica en Sistemas Aislados y al DiÇsel B5 destinado al uso vehicular,https://busquedas.elperuano.pe/dispositivo/NL/2357109-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2356928-1,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACI‡N TRIBUTARIA,RESOLUCION,N¯ 000293-2024/SUNAT,Resoluci¢n de Superintendencia que posterga la oportunidad desde la cual deben llevar sus Registros en el Sistema Integrado de Registros Electr¢nicos determinados sujetos obligados a ello a partir del periodo enero de 2025,https://busquedas.elperuano.pe/dispositivo/NL/2356928-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2356933-1,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACI‡N TRIBUTARIA,RESOLUCION,N¯ 000294-2024/SUNAT,Resoluci¢n de Superintendencia que aprueba el Formulario Virtual para declarar y/o pagar el Impuesto General a las Ventas percibido y/o retenido seg£n el art°culo 49-A de la Ley del Impuesto General a las Ventas e Impuesto Selectivo al Consumo; crea la Plataforma Declaraci¢n y Pago para No Domiciliados y regula la declaraci¢n y pago en d¢lares y la compensaci¢n,https://busquedas.elperuano.pe/dispositivo/NL/2356933-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2356067-1,"SUPERINTENDENCIA DE BANCA, SEGUROS Y ADMINISTRADORAS PRIVADAS DE FONDOS DE PENSIONES",RESOLUCION,SBS N¯ 04356-2024,Ampl°an el tratamiento excepcional referido a la pr¢rroga para la tenencia de bienes adjudicados y recuperados establecido en la Primera Disposici¢n Final y Transitoria del Reglamento para el Tratamiento de los Bienes Adjudicados y Recuperados y sus Provisiones aprobado por la Resoluci¢n SBS N¯ 1535-2005,https://busquedas.elperuano.pe/dispositivo/NL/2356067-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2356160-1,"SUPERINTENDENCIA DE BANCA, SEGUROS Y ADMINISTRADORAS PRIVADAS DE FONDOS DE PENSIONES",RESOLUCION,SBS N¯ 04357-2024,Aprueban medidas de austeridad racionalidad disciplina en el gasto y de ingresos de personal aplicables en la Superintendencia de Banca Seguros y Administradoras de Fondo de Pensiones en el ejercicio 2025,https://busquedas.elperuano.pe/dispositivo/NL/2356160-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2357034-1,GOBIERNO REGIONAL DE ICA,RESOLUCION,N¯ 832-2024-GORE-ICA/GR,Promulgan la reducci¢n del Presupuesto Institucional del Gobierno Regional del departamento de Ica para el A§o Fiscal 2024,https://busquedas.elperuano.pe/dispositivo/NL/2357034-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2354633-1,MUNICIPALIDAD DE CARABAYLLO,ORDENANZA,N¯ 509-MDC,Ordenanza que prorroga para el Ejercicio 2025 la Vigencia de la Ordenanza N¯ 490/MDC que aprob¢ el monto del derecho de emisi¢n mecanizada de actualizaci¢n de valores determinaci¢n del tributo y distribuci¢n domiciliaria del Impuesto Predial y Arbitrios Municipales del Ejercicio 2024,https://busquedas.elperuano.pe/dispositivo/NL/2354633-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2355407-1,MUNICIPALIDAD DE CHACLACAYO,ORDENANZA,N¯ 513-2024-MDCH,Aprueban la actualizaci¢n de la Comisi¢n Ambiental Municipal (CAM) del distrito de Chaclacayo,https://busquedas.elperuano.pe/dispositivo/NL/2355407-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2355784-1,MUNICIPALIDAD DE SAN LUIS,ORDENANZA,N¯ 371-2024-MDSL/C,Prorrogan para el Ejercicio 2025 la vigencia de la Ordenanza Nß 355-MDSL/C que establece el monto por derecho de emisi¢n mecanizada de actualizaci¢n de valores determinaci¢n y distribuci¢n - Impuesto Predial y Arbitrios Municipales 2024,https://busquedas.elperuano.pe/dispositivo/NL/2355784-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2355125-1,MUNICIPALIDAD DE SANTIAGO DE SURCO,ORDENANZA,N¯ 711-MSS y Acuerdo N¯ 439,Ordenanza que establece para el ejercicio fiscal 2025 el reajuste con el ÷ndice de Precios al Consumidor de los costos y tasas de los servicios de Limpieza P£blica (Recolecci¢n de Residuos S¢lidos Barrido de Calles) Parques y Jardines P£blicos y Serenazgo aprobados para el ejercicio 2024,https://epdoc2.elperuano.pe/EpPo/VistaNLSE.asp?Referencias=MjM1NTEyNS0xMjAyNDEyMjY=,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2024,2356484-1,MUNICIPALIDAD DE PACHACAMAC,ORDENANZA,N¯ 348-2024-MDP/C y Acuerdo N¯ 463,Ordenanza que establece el derecho de emisi¢n mecanizada de actualizaci¢n de valores de la declaraci¢n jurada y liquidaci¢n del impuesto predial y arbitrios municipales del ejercicio fiscal 2025,https://busquedas.elperuano.pe/dispositivo/NL/2356484-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2024,2357007-1,AMBIENTE,RESOLUCION MINISTERIAL,N¯ 00443-2024-MINAM,Declaran en Emergencia Ambiental †rea geogr†fica por un plazo de noventa (90) d°as h†biles y aprueban Plan de Acci¢n Inmediato y a Corto Plazo,https://busquedas.elperuano.pe/dispositivo/NL/2357007-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2024,2356949-1,DEFENSA,RESOLUCION MINISTERIAL,N¯ 01769-2024-DE,Aprueban el Plan Operativo Institucional ? POI Anual 2025 del Ministerio de Defensa,https://busquedas.elperuano.pe/dispositivo/NL/2356949-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2024,2356990-1,ECONOMIA Y FINANZAS,RESOLUCION MINISTERIAL,N¯ 399-2024-EF/52,Resoluci¢n Ministerial que dicta disposiciones para la implementaci¢n de una operaci¢n de administraci¢n de deuda y emisi¢n de bonos,https://busquedas.elperuano.pe/dispositivo/NL/2356990-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2024,2355691-1,ENERGIA Y MINAS,RESOLUCION MINISTERIAL,N¯ 470-2024-MINEM/DM,Aprueban primera modificaci¢n de concesi¢n definitiva para desarrollar la actividad de generaci¢n de energ°a elÇctrica que utilice recursos h°dricos para el proyecto Centrales HidroelÇctricas Limacpunco Ttio y Capiri,https://busquedas.elperuano.pe/dispositivo/NL/2355691-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
