Fecha Publicaci¢n,OP,Entidad,Dispositivo,N£mero,Sumilla,Link,Fecha Corte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/12/2024,2350686-1,MUNICIPALIDAD DE SAN BORJA,DECRETO DE ALCALDIA,N¯ 014-2024-MSB-A,Aprueban el documento denominado Reglamento de la Ordenanza que regula el servicio de transporte de productos a travÇs de veh°culos menores motorizados y no motorizados estableciendo la prohibici¢n del servicio de transporte de pasajeros y carga en veh°culos menores en el distrito de San Borja,https://busquedas.elperuano.pe/dispositivo/NL/2350686-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/12/2024,2350835-1,MUNICIPALIDAD DE SAN JUAN DE MIRAFLORES,ORDENANZA,N¯ 536/MDSJM,Ordenanza que establece incentivos tributarios en el distrito de San Juan de Miraflores,https://busquedas.elperuano.pe/dispositivo/NL/2350835-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/12/2024,2349553-1,MUNICIPALIDAD DE BELLAVISTA,Ordenanzas,N¯ 012-2024-MDB,Ordenanza que otorga Beneficios Tributarios y No Tributarios en el distrito de Bellavista - diciembre 2024,https://epdoc2.elperuano.pe/EpPo/VistaDE.asp?Referencias=MjM0OTU1My0xMjAyNDEyMDQ=,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-5,PRESIDENCIA DEL CONSEJO DE MINISTROS,RESOLUCION SUPREMA,N¯ 250-2024-PCM,Otorgan la Condecoraci¢n Medalla al Defensor de la Democracia,https://busquedas.elperuano.pe/dispositivo/NL/2350201-5,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350480-1,PRESIDENCIA DEL CONSEJO DE MINISTROS,RESOLUCION SUPREMA,N¯ 251-2024-PCM,Autorizan viaje del Ministro de Econom°a y Finanzas a El Salvador y encargan su Despacho al Ministro de Defensa,https://busquedas.elperuano.pe/dispositivo/NL/2350480-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-4,AMBIENTE,DECRETO SUPREMO,N¯ 014-2024-MINAM,Decreto Supremo que aprueba el Reglamento de la Ley N¯ 28245 Ley Marco del Sistema Nacional de Gesti¢n Ambiental,https://busquedas.elperuano.pe/dispositivo/NL/2350201-4,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2349763-1,AMBIENTE,RESOLUCION MINISTERIAL,N¯ 00421-2024-MINAM,Aprueban la Gu°a para la compensaci¢n ambiental en el marco del Sistema Nacional de Evaluaci¢n del Impacto Ambiental (SEIA),https://busquedas.elperuano.pe/dispositivo/NL/2349763-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-3,COMERCIO EXTERIOR Y TURISMO,DECRETO SUPREMO,N¯ 004-2024-MINCETUR,Decreto Supremo que dispone la puesta en ejecuci¢n del Protocolo de Adhesi¢n del Reino Unido de Gran Breta§a e Irlanda del Norte al Tratado Integral y Progresista de Asociaci¢n Transpac°fico y la Carta Bilateral con el Reino Unido sobre la aplicaci¢n del art°culo 18.38 respecto al Periodo de Gracia,https://busquedas.elperuano.pe/dispositivo/NL/2350201-3,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350072-1,COMERCIO EXTERIOR Y TURISMO,RESOLUCION MINISTERIAL,N¯ 359-2024-MINCETUR,Autorizan viaje de la Viceministra de Comercio Exterior y de servidores del Viceministerio de Comercio Exterior para participar en eventos a realizarse en Chile,https://busquedas.elperuano.pe/dispositivo/NL/2350072-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2349857-1,DEFENSA,RESOLUCION DIRECTORAL,N¯ 742-2024 MGP/DICAPI,Disponen la publicaci¢n de proyecto de resoluci¢n directoral que aprueba los Procedimientos para la presentaci¢n y tramitaci¢n de autorizaci¢n de la Declaraci¢n Diaria de Zarpe y Arribo electr¢nica de naves pesqueras nacionales en el †mbito mar°timo fluvial y lacustre a travÇs de los TrazApp para naves pesqueras de una capacidad de bodega hasta 32.60 m3 y TrazApp Web para naves de una capacidad de bodega mayor de 32.60 m3),https://busquedas.elperuano.pe/dispositivo/NL/2349857-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2349862-1,DEFENSA,RESOLUCION DIRECTORAL,N¯ 716-2024 MGP/DICAPI,Modifican la Norma de practicaje mar°timo y de los pr†cticos mar°timos aprobada por Resoluci¢n Directoral N¯ 1186-2016 MGP/DGCG,https://busquedas.elperuano.pe/dispositivo/NL/2349862-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2349866-1,DEFENSA,RESOLUCION DIRECTORAL,N¯ 943-2024 MGP/DICAPI,Aprueban incorporaci¢n a las normas nacionales de diversas Resoluciones expedidas por la Asamblea y del ComitÇ de Seguridad Mar°tima de la Organizaci¢n Mar°tima Internacional ? OMI relacionadas a las enmiendas del Convenio Internacional sobre las L°neas de Carga 1966 y su protocolo de 1988,https://busquedas.elperuano.pe/dispositivo/NL/2349866-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2349872-1,DEFENSA,RESOLUCION DIRECTORAL,N¯ 792-2024 MGP/DICAPI,Aprueban procedimiento para el otorgamiento del Certificado de Exenci¢n a naves de bandera nacional en virtud de lo dispuesto en el Convenio Internacional para la Seguridad de la Vida Humana en el Mar 1974 Regla 1/2: protocolo de 1988,https://busquedas.elperuano.pe/dispositivo/NL/2349872-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2349876-1,DEFENSA,RESOLUCION DIRECTORAL,N¯ 790-2024 MGP/DICAPI,Disponen consultar a la comunidad mar°tima la propuesta de aprobar el proyecto de Resoluci¢n Directoral que aprueba la Norma sobre el Arqueo de naves y los procedimientos para la determinaci¢n del Arqueo Bruto y Arqueo Neto de las naves y artefactos navales de bandera nacional en virtud a las exigencias del Convenio Internacional sobre Arqueo de Buques (1969),https://busquedas.elperuano.pe/dispositivo/NL/2349876-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-6,DEFENSA,RESOLUCION SUPREMA,N¯ 173-2024-DE,Aceptan renuncia de miembro del Consejo Directivo de la Caja de Pensiones Militar Policial,https://busquedas.elperuano.pe/dispositivo/NL/2350201-6,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350547-1,DESARROLLO AGRARIO Y RIEGO,RESOLUCION,N¯ D000291-2024-MIDAGRI-SERFOR-DE,Designan Gerente General de la Gerencia General del Servicio Nacional Forestal y de Fauna Silvestre ? SERFOR,https://busquedas.elperuano.pe/dispositivo/NL/2350547-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2349971-1,DESARROLLO AGRARIO Y RIEGO,RESOLUCION JEFATURAL,N¯ D000217-2024-MIDAGRI-SENASA-JN,Designan Ejecutor Coactivo de la Unidad de Ejecutor°a Coactiva de la Oficina de Administraci¢n del SENASA,https://busquedas.elperuano.pe/dispositivo/NL/2349971-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350151-1,DESARROLLO E INCLUSI‡N SOCIAL,RESOLUCION,N¯ 000212-2024-MIDIS/FONCODES/DE,Designan Jefe de la Unidad de Gesti¢n de Proyectos de Infraestructura del FONCODES,https://busquedas.elperuano.pe/dispositivo/NL/2350151-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-1,ECONOMIA Y FINANZAS,DECRETO SUPREMO,N¯ 245-2024-EF,Decreto Supremo que modifica los art°culos 7 y 9 del Reglamento de la Ley de Procedimiento de Ejecuci¢n Coactiva aprobado por Decreto Supremo N¯ 069-2003-EF y lo adec£a a lo dispuesto en las Leyes N¯ 31370 y N¯ 32035 que modifican los art°culos 19 23 y 33-B de la Ley N¯ 26979 Ley de Procedimiento de Ejecuci¢n Coactiva,https://busquedas.elperuano.pe/dispositivo/NL/2350201-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350180-1,EDUCACION,RESOLUCION MINISTERIAL,N¯ 612-2024-MINEDU,Modifican el Anexo de la Resoluci¢n Ministerial N¯ 069-2024-MINEDU,https://busquedas.elperuano.pe/dispositivo/NL/2350180-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-14,EDUCACION,RESOLUCION SUPREMA,N¯ 016-2024-MINEDU,Designan representante del Ministerio de Educaci¢n ante el Consejo de Administraci¢n del Fondo Nacional de Desarrollo de la Educaci¢n Peruana - FONDEP,https://busquedas.elperuano.pe/dispositivo/NL/2350201-14,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350688-1,EDUCACION,RESOLUCION VICE MINISTERIAL,N¯ 144-2024-MINEDU,Reconforman la Comisi¢n Organizadora de la Universidad Nacional Intercultural Fabiola Salazar Legu°a de Bagua,https://busquedas.elperuano.pe/dispositivo/NL/2350688-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350186-1,INTERIOR,RESOLUCION MINISTERIAL,N¯ 1487-2024-IN,Designan Director de la Oficina de Abastecimiento de la Oficina General de Administraci¢n y Finanzas,https://busquedas.elperuano.pe/dispositivo/NL/2350186-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350224-1,INTERIOR,RESOLUCION MINISTERIAL,N¯ 1488-2024-IN,Formalizan cuadros de mÇrito por categor°as y grados de Oficiales Superiores correspondiente al proceso de ascenso por concurso de Oficiales de Armas y de Servicios de la Polic°a Nacional del Per£ del a§o 2024 - Promoci¢n 2025,https://busquedas.elperuano.pe/dispositivo/NL/2350224-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-10,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 350-2024-JUS,Acceden a solicitud de extradici¢n activa de ciudadano peruano para ser extraditado de la Rep£blica de Chile y ser procesado en la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-10,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-11,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 351-2024-JUS,Acceden a solicitud de extradici¢n activa de ciudadano venezolano para ser extraditado de la Rep£blica Bolivariana de Venezuela y ser procesado en la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-11,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-12,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 352-2024-JUS,Acceden a solicitud de extradici¢n activa de ciudadano peruano para ser extraditado de la Rep£blica Bolivariana de Venezuela y ser procesado en la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-12,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-13,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 353-2024-JUS,Acceden a solicitud de extradici¢n pasiva con procedimiento simplificado de entrega de ciudadano peruano para ser extraditado de la Rep£blica del Per£ y ser procesado en el Reino de Espa§a,https://busquedas.elperuano.pe/dispositivo/NL/2350200-13,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-14,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 354-2024-JUS,Acceden a solicitud de extradici¢n pasiva de ciudadano peruano para ser extraditado de la Rep£blica del Per£ y ser procesado en el Reino de Espa§a,https://busquedas.elperuano.pe/dispositivo/NL/2350200-14,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-15,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 355-2024-JUS,Acceden a solicitud de ampliaci¢n de extradici¢n pasiva con procedimiento simplificado de entrega de ciudadano mexicano para ser extraditado de la Rep£blica del Per£ y ser procesado en los Estados Unidos Mexicanos,https://busquedas.elperuano.pe/dispositivo/NL/2350200-15,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-16,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 356-2024-JUS,Acceden a solicitud de extradici¢n pasiva con procedimiento simplificado de entrega de ciudadano peruano para ser extraditado de la Rep£blica del Per£ y ser procesado en la Rep£blica Argentina,https://busquedas.elperuano.pe/dispositivo/NL/2350200-16,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-17,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 357-2024-JUS,Acceden a solicitud de extradici¢n pasiva con procedimiento simplificado de entrega de ciudadano peruano para ser extraditado de la Rep£blica del Per£ y ser procesado en la Rep£blica Argentina,https://busquedas.elperuano.pe/dispositivo/NL/2350200-17,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-18,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 358-2024-JUS,Acceden a solicitud de extradici¢n pasiva de ciudadano peruano para ser extraditado de la Rep£blica del Per£ y ser procesado en la Rep£blica Argentina,https://busquedas.elperuano.pe/dispositivo/NL/2350200-18,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-19,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 359-2024-JUS,Acceden a solicitud de extradici¢n pasiva de ciudadano peruano para ser extraditado de la Rep£blica del Per£ y cumplir su condena en la Rep£blica Argentina,https://busquedas.elperuano.pe/dispositivo/NL/2350200-19,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-2,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 342-2024-JUS,Acceden a solicitud de extradici¢n activa de ciudadano peruano para ser extraditado de la Rep£blica Italiana y ser procesado en la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-2,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-20,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 360-2024-JUS,Acceden a solicitud de traslado activo de ciudadano peruano quien se encuentra cumpliendo sentencia en un centro penitenciario de la Rep£blica del Ecuador para cumplir el resto de su condena en un establecimiento penitenciario de la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-20,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-21,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 361-2024-JUS,Acceden a solicitud de traslado activo de ciudadano peruano quien se encuentra cumpliendo sentencia en un centro penitenciario de la Rep£blica del Ecuador para cumplir el resto de su condena en un establecimiento penitenciario de la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-21,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-22,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 362-2024-JUS,Acceden a solicitud de traslado pasivo de ciudadano espa§ol para cumplir el resto de la condena impuesta por las autoridades judiciales peruanas en un centro penitenciario del Reino de Espa§a,https://busquedas.elperuano.pe/dispositivo/NL/2350200-22,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-3,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 343-2024-JUS,Acceden a solicitud de extradici¢n activa de ciudadano peruano para ser extraditado de la Rep£blica Italiana y ser procesado en la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-3,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-4,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 344-2024-JUS,Acceden a solicitud de extradici¢n activa y su ampliaci¢n de ciudadano peruano para ser extraditado del Reino de Espa§a y ser procesado en la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-4,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-5,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 345-2024-JUS,Acceden a solicitud de extradici¢n activa de ciudadano peruano para ser extraditado de la Rep£blica Argentina y ser procesado en la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-5,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-6,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 346-2024-JUS,Acceden a solicitud de extradici¢n activa de ciudadanos peruanos para ser extraditados de la Rep£blica Argentina y ser procesados en la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-6,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-7,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 347-2024-JUS,Acceden a solicitud de extradici¢n activa de ciudadano colombiano para ser extraditado de la Rep£blica de Colombia y ser procesado en la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-7,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-8,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 348-2024-JUS,Acceden a solicitud de extradici¢n activa de ciudadano peruano para ser extraditado de la Rep£blica Federativa de Brasil y ser procesado en la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-8,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350200-9,JUSTICIA Y DERECHOS HUMANOS,RESOLUCION SUPREMA,N¯ 349-2024-JUS,Acceden a solicitud de extradici¢n activa de ciudadano peruano para ser extraditado de la Rep£blica de Chile y ser procesado en la Rep£blica del Per£,https://busquedas.elperuano.pe/dispositivo/NL/2350200-9,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2349530-1,PRODUCE,RESOLUCION DIRECTORAL,N¯ 027-2024-INACAL/DN,Aprueban Normas TÇcnicas Peruanas en su versi¢n 2024 sobre carne y productos c†rnicos cereales yesos y otras,https://busquedas.elperuano.pe/dispositivo/NL/2349530-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2349859-1,PRODUCE,RESOLUCION MINISTERIAL,N¯ 000472-2024-PRODUCE,Modifican el Plan de Manejo para el cultivo de tilapia en ambientes artificiales aprobado mediante R.M. Nß 040-2019-PRODUCE,https://busquedas.elperuano.pe/dispositivo/NL/2349859-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-15,PRODUCE,RESOLUCION SUPREMA,N¯ 010-2024-PRODUCE,Designan miembro del Consejo Directivo del Instituto Tecnol¢gico de la Producci¢n - ITP en representaci¢n del Ministerio de Comercio Exterior y Turismo,https://busquedas.elperuano.pe/dispositivo/NL/2350201-15,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-2,RELACIONES EXTERIORES,DECRETO SUPREMO,N¯ 058-2024-RE,Decreto Supremo que dispone trasladar la sede del Consulado del Per£ en C£cuta a Bucaramanga,https://busquedas.elperuano.pe/dispositivo/NL/2350201-2,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350191-1,RELACIONES EXTERIORES,RESOLUCION MINISTERIAL,N¯ 0924-2024-RE,Autorizan viaje de Viceministro de Relaciones Exteriores a Bolivia en comisi¢n de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2350191-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350253-1,RELACIONES EXTERIORES,RESOLUCION MINISTERIAL,N¯ 0928-2024-RE,Autorizan viaje de funcionarios diplom†ticos al Estado Plurinacional de Bolivia en comisi¢n de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2350253-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-10,RELACIONES EXTERIORES,RESOLUCION SUPREMA,N¯ 217-2024-RE,Cancelan Exequ†tur que reconoce a C¢nsul Ad Honorem de la Rep£blica Federal de Alemania en el Cusco,https://busquedas.elperuano.pe/dispositivo/NL/2350201-10,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-11,RELACIONES EXTERIORES,RESOLUCION SUPREMA,N¯ 218-2024-RE,Pasan a la situaci¢n de retiro a Embajador en el Servicio Diplom†tico de la Rep£blica,https://busquedas.elperuano.pe/dispositivo/NL/2350201-11,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-12,RELACIONES EXTERIORES,RESOLUCION SUPREMA,N¯ 219-2024-RE,Dan por terminadas funciones de Embajador Extraordinario y Plenipotenciario del Per£ en la Rep£blica Checa,https://busquedas.elperuano.pe/dispositivo/NL/2350201-12,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-13,RELACIONES EXTERIORES,RESOLUCION SUPREMA,N¯ 220-2024-RE,Pasan a la situaci¢n de retiro a Embajador en el Servicio Diplom†tico de la Rep£blica,https://busquedas.elperuano.pe/dispositivo/NL/2350201-13,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-7,RELACIONES EXTERIORES,RESOLUCION SUPREMA,N¯ 214-2024-RE,Cancelan Exequ†tur que reconoce a C¢nsul de la Rep£blica de Colombia en Iquitos con jurisdicci¢n consular en los departamentos de Amazonas Loreto y San Mart°n,https://busquedas.elperuano.pe/dispositivo/NL/2350201-7,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-8,RELACIONES EXTERIORES,RESOLUCION SUPREMA,N¯ 215-2024-RE,Dan por cancelado nombramiento de Vicec¢nsul Honorario del Per£ en la ciudad de Minsk Rep£blica de Belar£s,https://busquedas.elperuano.pe/dispositivo/NL/2350201-8,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350201-9,RELACIONES EXTERIORES,RESOLUCION SUPREMA,N¯ 216-2024-RE,Dan por terminadas funciones de C¢nsul Honorario del Per£ en Alejandr°a Rep£blica µrabe de Egipto,https://busquedas.elperuano.pe/dispositivo/NL/2350201-9,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350640-1,SALUD,RESOLUCION MINISTERIAL,N¯ 842-2024/MINSA,Modifican la NTS N¯ 127-MINSA/2016/DGIESP Norma TÇcnica de Salud para la Evaluaci¢n Calificaci¢n y Certificaci¢n de la Persona con Discapacidad,https://busquedas.elperuano.pe/dispositivo/NL/2350640-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350038-1,TRANSPORTES Y COMUNICACIONES,RESOLUCION MINISTERIAL,N¯ 708-2024-MTC/01.02,Autorizan viaje de inspectora de la Direcci¢n General de Aeron†utica Civil a EE.UU. en comisi¢n de servicios,https://busquedas.elperuano.pe/dispositivo/NL/2350038-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350190-1,"VIVIENDA, CONSTRUCCI‡N Y SANEAMIENTO",RESOLUCION DIRECTORAL,N¯ 346-2024/VIVIENDA/VMCS/PNSR,Designan Jefe de Unidad de la Unidad TÇcnica de Gesti¢n Territorial del Programa Nacional de Saneamiento Rural,https://busquedas.elperuano.pe/dispositivo/NL/2350190-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350001-1,INSTITUTO PERUANO DE ENERGIA NUCLEAR,RESOLUCION,N¯ D000083-2024-IPEN-PRES,Designan Ejecutivo de la Unidad de Recursos Humanos del Instituto Peruano de Energ°a Nuclear - IPEN,https://busquedas.elperuano.pe/dispositivo/NL/2350001-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350141-1,AUTORIDAD NACIONAL DEL AGUA,RESOLUCION JEFATURAL,N¯ 0462-2024-ANA,Incorporan tÇrmino al Anexo de la R.J. N¯ 151-2020-ANA que aprueba el documento denominado Glosario de TÇrminos de la Ley N¯ 29338 Ley de Recursos H°dricos y su Reglamento aprobado mediante el Decreto Supremo N¯ 001-2010-AG,https://busquedas.elperuano.pe/dispositivo/NL/2350141-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350403-1,AUTORIDAD NACIONAL DEL SERVICIO CIVIL,RESOLUCION,N¯ 000167-2024-SERVIR-PE,Modifican el Anexo 02 Indicadores metas de cumplimiento criterios de verificaci¢n y periodicidad de los servidores p£blicos de los servidores p£blicos de alto rendimiento contratados con cargo al Fondo de Apoyo Gerencial (FAG) en el marco de la Ley N¯ 31912 aprobado por la Resoluci¢n de Presidencia Ejecutiva N¯ 020-2024-SERVIR-PE,https://busquedas.elperuano.pe/dispositivo/NL/2350403-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350170-1,INSTITUTO NACIONAL DE ESTADISTICA E INFORMATICA,RESOLUCION JEFATURAL,N¯ 284-2024-INEI,Aprueban ÷ndices Unificados de Precios de la Construcci¢n para las seis (6) µreas Geogr†ficas correspondientes al mes de noviembre de 2024,https://busquedas.elperuano.pe/dispositivo/NL/2350170-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2024,2350146-1,SUPERINTENDENCIA NACIONAL DE FISCALIZACI‡N LABORAL,RESOLUCION,N¯ 262-2024-SUNAFIL,Designan Intendente Regional de la Intendencia Regional de Cusco de la Superintendencia Nacional de Fiscalizaci¢n Laboral - SUNAFIL.,https://busquedas.elperuano.pe/dispositivo/NL/2350146-1,31/12/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
